,file_name,label,x1,y1,x2,y2
1772,021269.jpg,Scissor,552,454,686,593
1773,021274.jpg,Scissor,606,405,725,645
1774,021275.jpg,Scissor,619,457,801,623
1775,021282.jpg,Scissor,693,345,787,566
1776,021284.jpg,Scissor,678,369,869,533
1777,021289.jpg,Scissor,775,300,918,510
1778,021302.jpg,Scissor,805,336,873,578
1779,021318.jpg,Scissor,210,510,479,589
1780,021333.jpg,Scissor,533,446,657,600
1781,021336.jpg,Scissor,477,379,576,487
1782,021337.jpg,Scissor,653,448,800,538
1783,021339.jpg,Scissor,636,533,823,674
1784,021348.jpg,Scissor,522,335,640,444
1785,021358.jpg,Scissor,457,528,613,628
1786,021359.jpg,Scissor,543,477,662,572
1787,021364.jpg,Scissor,662,363,780,633
1788,021365.jpg,Scissor,665,482,731,636
1789,021371.jpg,Scissor,656,308,737,513
1790,021374.jpg,Scissor,158,467,214,652
1791,021376.jpg,Scissor,933,382,1036,614
1792,021380.jpg,Scissor,411,492,529,702
1793,021390.jpg,Scissor,454,395,657,514
1794,021397.jpg,Scissor,489,402,636,645
1795,021400.jpg,Scissor,374,418,557,537
1796,021403.jpg,Scissor,567,449,683,696
1797,021412.jpg,Scissor,421,244,528,474
1798,021415.jpg,Scissor,697,291,761,498
1799,021416.jpg,Scissor,312,364,545,516
1800,021417.jpg,Scissor,634,449,837,569
1801,021421.jpg,Scissor,603,340,696,569
1802,021422.jpg,Scissor,225,475,312,550
1803,021424.jpg,Scissor,305,403,426,622
1804,021429.jpg,Scissor,815,487,1027,563
1805,021431.jpg,Scissor,452,492,565,634
1806,021437.jpg,Scissor,573,339,674,428
1807,021454.jpg,Scissor,583,355,691,453
1808,021457.jpg,Scissor,486,454,617,702
1809,021458.jpg,Scissor,653,330,746,572
1810,021467.jpg,Scissor,479,383,586,636
1811,021473.jpg,Scissor,464,439,553,558
1812,021479.jpg,Scissor,591,362,722,605
1813,021493.jpg,Scissor,742,345,824,445
1814,021498.jpg,Scissor,578,400,720,656
1815,021507.jpg,Scissor,432,511,572,633
1816,021510.jpg,Scissor,506,378,613,623
1817,021517.jpg,Scissor,627,455,724,575
1818,021520.jpg,Scissor,464,381,551,608
1819,021521.jpg,Scissor,815,344,908,589
1820,021537.jpg,Scissor,605,437,795,692
1821,021539.jpg,Scissor,490,351,599,479
1822,021540.jpg,Scissor,696,314,1021,381
1823,021543.jpg,Scissor,615,500,742,628
1824,021545.jpg,Scissor,658,524,727,708
1825,021550.jpg,Scissor,389,410,491,511
1826,021560.jpg,Scissor,615,279,701,455
1827,021562.jpg,Scissor,550,446,674,543
1828,021574.jpg,Scissor,837,408,964,546
1829,021575.jpg,Scissor,552,306,635,463
1830,021577.jpg,Scissor,581,400,727,489
1831,021585.jpg,Scissor,741,369,817,591
1832,021590.jpg,Scissor,724,354,811,538
1833,021592.jpg,Scissor,396,291,467,483
1834,021595.jpg,Scissor,799,424,882,598
1835,021601.jpg,Scissor,836,247,1007,376
1836,021603.jpg,Scissor,660,503,742,580
1837,021604.jpg,Scissor,779,460,872,661
1838,021610.jpg,Scissor,624,338,712,588
1839,021614.jpg,Scissor,676,479,741,566
1840,021616.jpg,Scissor,605,338,729,498
1841,021618.jpg,Scissor,646,306,724,557
1842,021620.jpg,Scissor,562,376,644,526
1843,021624.jpg,Scissor,354,392,456,599
1844,021626.jpg,Scissor,662,512,879,665
1845,021633.jpg,Scissor,602,410,707,498
1846,021634.jpg,Scissor,603,327,717,486
1847,021646.jpg,Scissor,353,247,474,353
1848,021662.jpg,Scissor,498,352,603,490
1849,021664.jpg,Scissor,469,542,538,632
1850,021668.jpg,Scissor,572,275,669,373
1851,021676.jpg,Scissor,321,530,415,637
1852,021686.jpg,Scissor,708,508,910,670
1853,021694.jpg,Scissor,623,200,718,456
1854,021701.jpg,Scissor,682,319,757,585
1855,021702.jpg,Scissor,572,340,654,577
1856,021704.jpg,Scissor,820,530,1048,704
1857,021713.jpg,Scissor,428,367,555,458
1858,021714.jpg,Scissor,509,279,620,545
1859,021715.jpg,Scissor,616,428,711,529
1860,021726.jpg,Scissor,479,443,586,545
1861,021731.jpg,Scissor,392,423,496,640
1862,021733.jpg,Scissor,605,287,731,530
1863,021734.jpg,Scissor,549,443,715,681
1864,021745.jpg,Scissor,633,329,810,459
1865,021746.jpg,Scissor,623,405,710,488
1866,021747.jpg,Scissor,920,337,1033,579
1867,021753.jpg,Scissor,223,389,416,526
1868,021756.jpg,Scissor,541,512,719,621
1869,021758.jpg,Scissor,493,443,609,539
1870,021762.jpg,Scissor,235,520,403,651
1871,021768.jpg,Scissor,608,279,734,518
1872,021770.jpg,Scissor,651,359,786,559
1873,021772.jpg,Scissor,613,326,705,564
1874,021778.jpg,Scissor,517,464,635,683
1875,021782.jpg,Scissor,799,470,917,677
1876,021789.jpg,Scissor,784,420,862,643
1877,021790.jpg,Scissor,841,478,915,553
1878,021793.jpg,Scissor,683,367,800,459
1879,021800.jpg,Scissor,752,505,882,664
1880,021817.jpg,Scissor,586,355,730,632
1881,021818.jpg,Scissor,748,528,871,640
1882,021820.jpg,Scissor,538,395,669,575
1883,021824.jpg,Scissor,375,404,536,553
1884,021826.jpg,Scissor,530,371,625,559
1885,021833.jpg,Scissor,370,383,546,637
1886,021840.jpg,Scissor,372,353,586,486
1887,021845.jpg,Scissor,301,478,372,570
1888,021852.jpg,Scissor,781,448,927,539
1889,021853.jpg,Scissor,989,388,1161,516
1890,021858.jpg,Scissor,684,505,745,679
1891,021860.jpg,Scissor,642,504,736,681
1892,021863.jpg,Scissor,541,241,625,494
1893,021870.jpg,Scissor,686,342,787,521
1894,021871.jpg,Scissor,898,327,987,544
1895,021873.jpg,Scissor,298,443,418,582
1896,021876.jpg,Scissor,478,393,778,458
1897,021878.jpg,Scissor,327,493,528,628
1898,021882.jpg,Scissor,764,558,858,668
1899,021889.jpg,Scissor,684,468,749,573
1900,021896.jpg,Scissor,283,467,405,535
1901,021897.jpg,Scissor,569,531,687,615
1902,021901.jpg,Scissor,601,296,696,552
1903,021909.jpg,Scissor,567,355,783,481
1904,021918.jpg,Scissor,359,510,454,602
1905,021926.jpg,Scissor,315,596,487,682
1906,021928.jpg,Scissor,508,390,695,511
1907,021934.jpg,Scissor,511,313,726,455
1908,021944.jpg,Scissor,757,347,856,498
1909,021949.jpg,Scissor,521,565,698,696
1910,021959.jpg,Scissor,752,315,925,414
1911,021969.jpg,Scissor,545,477,738,622
1912,021974.jpg,Scissor,401,402,477,616
1913,021976.jpg,Scissor,330,442,445,660
1914,021981.jpg,Scissor,570,410,682,507
1915,022003.jpg,Scissor,646,628,833,742
1916,022017.jpg,Scissor,365,503,564,625
1917,022034.jpg,Scissor,564,541,745,621
1918,022045.jpg,Scissor,539,396,679,641
1919,022048.jpg,Scissor,589,422,665,509
1920,022049.jpg,Scissor,430,433,623,543
1921,022053.jpg,Scissor,316,433,469,680
1922,022059.jpg,Scissor,769,451,863,526
1923,022078.jpg,Scissor,694,482,868,595
1924,022082.jpg,Scissor,529,295,616,394
1925,022089.jpg,Scissor,768,481,886,589
1926,022092.jpg,Scissor,636,332,781,560
1927,022095.jpg,Scissor,518,396,702,507
1928,022097.jpg,Scissor,720,414,824,641
1929,022098.jpg,Scissor,745,458,839,553
1930,022102.jpg,Scissor,571,455,808,590
1931,022105.jpg,Scissor,595,345,689,444
1932,022107.jpg,Scissor,589,392,729,609
1933,022109.jpg,Scissor,579,392,773,516
1934,022112.jpg,Scissor,661,403,779,537
1935,022121.jpg,Scissor,441,357,518,625
1936,022123.jpg,Scissor,512,340,605,559
1937,022124.jpg,Scissor,624,348,806,458
1938,022127.jpg,Scissor,801,373,895,588
1939,022136.jpg,Scissor,483,361,586,569
1940,022146.jpg,Scissor,616,340,707,584
1941,022179.jpg,Scissor,534,400,611,579
1942,022180.jpg,Scissor,724,437,884,690
1943,022181.jpg,Scissor,388,486,586,573
1944,022182.jpg,Scissor,718,427,821,668
1945,022185.jpg,Scissor,519,404,585,511
1946,022195.jpg,Scissor,625,419,839,496
1947,022203.jpg,Scissor,714,363,785,546
1948,022212.jpg,Scissor,696,416,788,563
1949,022213.jpg,Scissor,371,296,499,405
1950,022226.jpg,Scissor,490,431,700,589
1951,022234.jpg,Scissor,797,384,915,518
1952,022237.jpg,Scissor,732,531,821,612
1953,022240.jpg,Scissor,417,410,555,632
1954,022245.jpg,Scissor,605,221,712,325
1955,022247.jpg,Scissor,398,494,496,574
1956,022252.jpg,Scissor,138,501,318,631
1957,022254.jpg,Scissor,656,443,870,580
1958,022255.jpg,Scissor,459,309,540,544
1959,022261.jpg,Scissor,584,266,753,376
1960,022266.jpg,Scissor,716,340,833,553
1961,022274.jpg,Scissor,641,436,758,711
1962,022283.jpg,Scissor,351,400,507,653
1963,022285.jpg,Scissor,531,343,708,474
1964,022286.jpg,Scissor,539,527,698,597
1965,022291.jpg,Scissor,792,415,912,549
1966,022293.jpg,Scissor,829,430,1036,566
1967,022294.jpg,Scissor,556,603,645,684
1968,022317.jpg,Scissor,874,493,932,697
1969,022335.jpg,Scissor,665,419,877,513
1970,022342.jpg,Scissor,649,396,711,646
1971,022345.jpg,Scissor,410,438,553,533
1972,022346.jpg,Scissor,425,320,624,450
1973,022347.jpg,Scissor,740,308,912,491
1974,022355.jpg,Scissor,311,581,560,727
1975,022358.jpg,Scissor,392,507,504,608
1976,022362.jpg,Scissor,688,356,821,445
1977,022365.jpg,Scissor,528,542,778,689
1978,022370.jpg,Scissor,1032,351,1198,503
1979,022371.jpg,Scissor,452,298,606,426
1980,022373.jpg,Scissor,561,315,677,553
1981,022378.jpg,Scissor,684,514,883,625
1982,022382.jpg,Scissor,543,417,735,541
1983,022386.jpg,Scissor,244,550,311,631
1984,022387.jpg,Scissor,557,427,696,661
1985,022397.jpg,Scissor,570,411,674,642
1986,022408.jpg,Scissor,834,367,937,628
1987,022411.jpg,Scissor,945,310,1023,599
1988,022413.jpg,Scissor,533,438,829,532
1989,022423.jpg,Scissor,499,427,609,553
1990,022424.jpg,Scissor,466,412,558,667
1991,022425.jpg,Scissor,634,325,726,579
1992,022438.jpg,Scissor,528,470,632,578
1993,022442.jpg,Scissor,739,517,922,642
1994,022444.jpg,Scissor,607,433,772,683
1995,022452.jpg,Scissor,739,291,911,356
1996,022460.jpg,Scissor,813,295,908,381
1997,022461.jpg,Scissor,689,402,881,545
1998,022470.jpg,Scissor,498,373,823,455
1999,022477.jpg,Scissor,351,545,635,606
2000,022479.jpg,Scissor,848,399,921,466
2001,022487.jpg,Scissor,860,345,976,466
2002,022490.jpg,Scissor,367,360,425,553
2003,022493.jpg,Scissor,523,371,602,575
2004,022496.jpg,Scissor,664,471,850,582
2005,022505.jpg,Scissor,701,403,810,683
2006,022509.jpg,Scissor,781,447,974,580
2007,022511.jpg,Scissor,576,288,651,529
2008,022513.jpg,Scissor,639,420,964,596
2009,022519.jpg,Scissor,872,411,973,527
2010,022521.jpg,Scissor,678,423,866,506
2011,022526.jpg,Scissor,462,353,558,564
2012,022530.jpg,Scissor,421,462,621,598
2013,022534.jpg,Scissor,669,349,740,582
2014,022540.jpg,Scissor,315,435,401,538
2015,022542.jpg,Scissor,484,457,637,677
2016,022546.jpg,Scissor,693,440,873,586
2017,022548.jpg,Scissor,247,334,438,426
2018,022549.jpg,Scissor,644,325,935,415
2019,022556.jpg,Scissor,566,383,640,649
2020,022557.jpg,Scissor,363,445,496,677
2021,022560.jpg,Scissor,752,481,853,569
2022,022563.jpg,Scissor,464,332,583,557
2023,022566.jpg,Scissor,335,484,552,614
2024,022572.jpg,Scissor,312,325,429,550
2025,022576.jpg,Scissor,500,372,712,501
2026,022577.jpg,Scissor,385,546,671,598
2027,022598.jpg,Scissor,783,340,966,597
2028,022600.jpg,Scissor,504,422,705,547
2029,022602.jpg,Scissor,316,441,407,678
2030,022612.jpg,Scissor,828,323,907,493
2031,022614.jpg,Scissor,159,481,253,544
2032,022618.jpg,Scissor,466,455,565,540
2033,022620.jpg,Scissor,486,379,668,518
2034,022630.jpg,Scissor,477,439,593,665
2035,022638.jpg,Scissor,485,330,601,577
2036,022641.jpg,Scissor,644,419,806,667
2037,022651.jpg,Scissor,712,406,830,651
2038,022656.jpg,Scissor,570,511,763,623
2039,022671.jpg,Scissor,385,410,573,526
2040,022678.jpg,Scissor,670,254,795,513
2041,022686.jpg,Scissor,507,553,616,655
2042,022687.jpg,Scissor,334,396,414,586
2043,022688.jpg,Scissor,939,426,1016,495
2044,022689.jpg,Scissor,549,365,704,490
2045,022693.jpg,Scissor,694,409,791,631
2046,022697.jpg,Scissor,749,360,826,546
2047,022705.jpg,Scissor,622,492,790,624
2048,022713.jpg,Scissor,530,378,656,523
2049,022717.jpg,Scissor,484,470,567,709
2050,022720.jpg,Scissor,874,329,987,545
2051,022722.jpg,Scissor,348,442,570,584
2052,022725.jpg,Scissor,487,461,574,625
2053,022738.jpg,Scissor,804,527,858,761
2054,022741.jpg,Scissor,339,384,440,621
2055,022742.jpg,Scissor,792,488,893,565
2056,022760.jpg,Scissor,539,421,697,552
2057,022774.jpg,Scissor,807,349,916,475
2058,022781.jpg,Scissor,482,438,695,546
2059,022782.jpg,Scissor,830,534,940,633
2060,022801.jpg,Scissor,425,472,649,630
2061,022802.jpg,Scissor,516,377,831,446
2062,022807.jpg,Scissor,451,432,586,524
2063,022814.jpg,Scissor,690,401,835,644
2064,022817.jpg,Scissor,637,485,716,585
2065,022825.jpg,Scissor,573,336,692,434
2066,022826.jpg,Scissor,270,317,423,414
2067,022827.jpg,Scissor,564,363,656,481
2068,022828.jpg,Scissor,429,446,510,539
2069,022829.jpg,Scissor,516,416,710,598
2070,022834.jpg,Scissor,365,427,483,525
2071,022835.jpg,Scissor,826,449,1005,584
2072,022836.jpg,Scissor,657,505,943,583
2073,022838.jpg,Scissor,517,492,724,649
2074,022842.jpg,Scissor,553,457,657,552
2075,022867.jpg,Scissor,655,348,713,589
2076,022868.jpg,Scissor,441,443,631,574
2077,022883.jpg,Scissor,847,384,942,668
2078,022886.jpg,Scissor,707,366,806,488
2079,022891.jpg,Scissor,734,423,935,565
2080,022895.jpg,Scissor,553,425,667,529
2081,022896.jpg,Scissor,770,449,876,544
2082,022901.jpg,Scissor,649,433,729,612
2083,022908.jpg,Scissor,624,482,749,632
2084,022917.jpg,Scissor,820,421,903,603
2085,022925.jpg,Scissor,720,270,802,509
2086,022926.jpg,Scissor,574,355,683,447
2087,022931.jpg,Scissor,648,433,813,668
2088,022933.jpg,Scissor,716,411,1037,464
2089,022941.jpg,Scissor,543,418,709,523
2090,022943.jpg,Scissor,509,358,680,487
2091,022953.jpg,Scissor,322,381,600,455
2092,022955.jpg,Scissor,280,551,487,650
2093,022956.jpg,Scissor,724,377,829,574
2094,022957.jpg,Scissor,324,342,386,534
2095,022963.jpg,Scissor,761,263,817,453
2096,022968.jpg,Scissor,453,354,625,601
2097,022986.jpg,Scissor,745,356,836,557
2098,022995.jpg,Scissor,715,429,886,577
2099,023003.jpg,Scissor,581,475,667,552
2100,023005.jpg,Scissor,792,394,1012,520
2101,023016.jpg,Scissor,613,330,801,576
2102,023019.jpg,Scissor,475,313,562,531
2103,023025.jpg,Scissor,457,492,572,596
2104,023036.jpg,Scissor,37,602,336,669
2105,023037.jpg,Scissor,749,540,808,729
2106,023040.jpg,Scissor,720,459,801,560
2107,023049.jpg,Scissor,147,425,296,517
2108,023050.jpg,Scissor,497,423,627,524
2109,023051.jpg,Scissor,425,523,534,734
2110,023053.jpg,Scissor,722,403,925,575
2111,023056.jpg,Scissor,491,390,564,593
2112,023057.jpg,Scissor,544,389,715,656
2113,023065.jpg,Scissor,514,409,622,528
2114,023069.jpg,Scissor,592,411,748,509
2115,023076.jpg,Scissor,468,385,589,616
2116,023077.jpg,Scissor,638,446,836,588
2117,023085.jpg,Scissor,818,365,893,621
2118,023086.jpg,Scissor,648,460,846,566
2119,023088.jpg,Scissor,911,384,973,650
2120,023097.jpg,Scissor,525,294,610,545
2121,023109.jpg,Scissor,852,288,920,474
2122,023117.jpg,Scissor,696,530,859,597
2123,023120.jpg,Scissor,183,440,494,500
2124,023122.jpg,Scissor,785,313,842,507
2125,023125.jpg,Scissor,723,463,795,564
2126,023129.jpg,Scissor,597,328,672,581
2127,023132.jpg,Scissor,526,352,647,602
2128,023136.jpg,Scissor,914,499,1032,669
2129,023140.jpg,Scissor,744,437,865,540
2130,023146.jpg,Scissor,392,392,513,499
2131,023166.jpg,Scissor,658,465,816,561
2132,023172.jpg,Scissor,373,409,477,616
2133,023188.jpg,Scissor,669,342,869,481
2134,023197.jpg,Scissor,830,561,1002,670
2135,023198.jpg,Scissor,597,401,729,487
2136,023203.jpg,Scissor,583,510,743,610
2137,023204.jpg,Scissor,379,382,562,495
2138,023211.jpg,Scissor,730,471,862,544
2139,023213.jpg,Scissor,604,444,704,538
2140,023214.jpg,Scissor,489,249,573,441
2141,023216.jpg,Scissor,588,549,778,656
2142,023218.jpg,Scissor,806,329,875,577
2143,023222.jpg,Scissor,702,287,818,423
2144,023227.jpg,Scissor,4,362,192,464
2145,023238.jpg,Scissor,444,360,567,489
2146,023240.jpg,Scissor,559,275,654,474
2147,023241.jpg,Scissor,399,346,482,578
2148,023247.jpg,Scissor,596,437,698,539
2149,023249.jpg,Scissor,491,406,697,531
2150,023251.jpg,Scissor,812,495,1005,606
2151,023256.jpg,Scissor,387,581,576,727
2152,023262.jpg,Scissor,674,444,853,564
2153,023264.jpg,Scissor,656,455,797,573
2154,023265.jpg,Scissor,644,506,760,632
2155,023271.jpg,Scissor,576,380,693,608
2156,023280.jpg,Scissor,546,282,616,526
2157,023286.jpg,Scissor,568,418,745,669
2158,023290.jpg,Scissor,377,507,515,622
2159,023293.jpg,Scissor,678,444,859,690
2160,023294.jpg,Scissor,442,425,552,521
2161,023298.jpg,Scissor,430,548,619,659
2162,023300.jpg,Scissor,424,268,501,542
2163,023305.jpg,Scissor,627,321,798,555
2164,023306.jpg,Scissor,738,508,798,620
2165,023308.jpg,Scissor,314,325,488,575
2166,023309.jpg,Scissor,529,427,698,511
2167,023316.jpg,Scissor,724,467,806,547
2168,023318.jpg,Scissor,807,384,1036,537
2169,023334.jpg,Scissor,692,443,804,556
2170,023335.jpg,Scissor,713,440,906,565
2171,023336.jpg,Scissor,561,376,746,523
2172,023337.jpg,Scissor,573,466,674,684
2173,023343.jpg,Scissor,548,515,823,566
2174,023346.jpg,Scissor,477,183,542,412
2175,023350.jpg,Scissor,832,585,1027,729
2176,023351.jpg,Scissor,452,356,572,480
2177,023368.jpg,Scissor,651,307,760,437
2178,023369.jpg,Scissor,676,389,830,622
2179,023374.jpg,Scissor,522,372,685,602
2180,023383.jpg,Scissor,306,407,407,614
2181,023398.jpg,Scissor,607,480,736,709
2182,023401.jpg,Scissor,451,500,752,699
2183,023414.jpg,Scissor,744,364,886,537
2184,023422.jpg,Scissor,201,408,373,632
2185,023431.jpg,Scissor,534,236,666,460
2186,023435.jpg,Scissor,535,423,645,540
2187,023440.jpg,Scissor,141,482,430,553
2188,023441.jpg,Scissor,600,532,698,673
2189,023447.jpg,Scissor,579,447,678,634
2190,023448.jpg,Scissor,688,396,783,613
2191,023453.jpg,Scissor,791,444,908,692
2192,023464.jpg,Scissor,700,391,845,512
2193,023466.jpg,Scissor,729,443,802,691
2194,023474.jpg,Scissor,87,438,395,519
2195,023475.jpg,Scissor,521,410,609,651
2196,023476.jpg,Scissor,366,324,489,566
2197,023482.jpg,Scissor,485,422,586,491
2198,023486.jpg,Scissor,525,606,735,719
2199,023490.jpg,Scissor,584,385,707,629
2200,023494.jpg,Scissor,535,687,706,761
2201,023501.jpg,Scissor,728,432,823,674
2202,023509.jpg,Scissor,525,336,628,604
2203,023513.jpg,Scissor,521,447,694,576
2204,023517.jpg,Scissor,538,469,768,623
2205,023519.jpg,Scissor,570,318,767,434
2206,023520.jpg,Scissor,454,572,525,675
2207,023527.jpg,Scissor,604,247,708,530
2208,023528.jpg,Scissor,544,464,701,581
2209,023531.jpg,Scissor,610,455,730,714
2210,023534.jpg,Scissor,749,342,1040,430
2211,023551.jpg,Scissor,730,412,922,522
2212,023555.jpg,Scissor,741,467,823,556
2213,023561.jpg,Scissor,486,371,680,467
2214,023567.jpg,Scissor,490,468,663,545
2215,023571.jpg,Scissor,468,292,570,545
2216,023573.jpg,Scissor,449,404,599,616
2217,023577.jpg,Scissor,604,329,809,458
2218,023580.jpg,Scissor,374,619,575,731
2219,023597.jpg,Scissor,504,347,708,571
2220,023601.jpg,Scissor,560,431,742,554
2221,023616.jpg,Scissor,638,406,765,646
2222,023617.jpg,Scissor,678,697,774,771
2223,023623.jpg,Scissor,369,369,504,470
2224,023638.jpg,Scissor,672,454,878,589
2225,023654.jpg,Scissor,669,303,977,374
2226,023656.jpg,Scissor,588,400,700,616
2227,023659.jpg,Scissor,663,277,739,473
2228,023662.jpg,Scissor,464,447,596,673
2229,023668.jpg,Scissor,431,241,642,336
2230,023676.jpg,Scissor,575,309,676,580
2231,023679.jpg,Folding_Knife,680,490,824,570
2232,023681.jpg,Scissor,530,437,694,705
2233,023692.jpg,Scissor,760,378,922,507
2234,023704.jpg,Scissor,449,463,534,550
2235,023706.jpg,Scissor,759,307,864,422
2236,023715.jpg,Scissor,447,323,572,582
2237,023716.jpg,Scissor,452,294,513,459
2238,023722.jpg,Scissor,547,359,711,497
2239,023728.jpg,Scissor,299,457,423,613
2240,023729.jpg,Scissor,378,426,585,596
2241,023732.jpg,Scissor,572,323,653,572
2242,023734.jpg,Scissor,388,204,450,404
2243,023736.jpg,Scissor,760,270,844,371
2244,023737.jpg,Scissor,471,471,615,613
2245,023755.jpg,Scissor,616,315,707,589
2246,023766.jpg,Scissor,456,511,591,622
2247,023769.jpg,Scissor,653,391,826,507
2248,023770.jpg,Scissor,364,304,476,546
2249,023771.jpg,Scissor,323,309,456,545
2250,023775.jpg,Scissor,588,367,671,591
2251,023778.jpg,Scissor,438,363,528,534
2252,023779.jpg,Scissor,387,280,485,376
2253,023780.jpg,Scissor,609,308,672,472
2254,023781.jpg,Scissor,491,267,681,379
2255,023800.jpg,Scissor,482,449,577,712
2256,023805.jpg,Scissor,745,382,881,644
2257,023822.jpg,Scissor,113,536,438,599
2258,023826.jpg,Scissor,643,447,732,566
2259,023829.jpg,Scissor,433,354,510,535
2260,023842.jpg,Scissor,481,337,584,559
2261,023843.jpg,Scissor,892,364,1038,620
2262,023846.jpg,Scissor,44,322,160,554
2263,023851.jpg,Scissor,576,280,700,484
2264,023854.jpg,Scissor,694,370,818,615
2265,023855.jpg,Scissor,584,267,706,413
2266,023862.jpg,Scissor,421,491,622,605
2267,023863.jpg,Scissor,567,324,679,615
2268,023864.jpg,Scissor,724,324,827,471
2269,023865.jpg,Scissor,821,486,984,548
2270,023870.jpg,Scissor,394,430,561,553
2271,023874.jpg,Scissor,460,388,582,462
2272,023881.jpg,Scissor,544,411,776,555
2273,023888.jpg,Scissor,660,486,751,562
2274,023889.jpg,Scissor,515,381,712,504
2275,023899.jpg,Scissor,661,448,734,509
2276,023902.jpg,Scissor,535,487,714,617
2277,023905.jpg,Scissor,581,261,660,437
2278,023906.jpg,Scissor,369,490,442,554
2279,023912.jpg,Scissor,490,466,580,677
2280,023915.jpg,Scissor,462,503,781,588
2281,023917.jpg,Scissor,457,645,620,732
2282,023925.jpg,Scissor,915,394,1113,548
2283,023929.jpg,Scissor,660,393,865,519
2284,023939.jpg,Scissor,724,438,927,558
2285,023943.jpg,Scissor,686,336,784,590
2286,026012.jpg,Multi-tool_Knife,746,401,834,452
2287,026021.jpg,Utility_Knife,636,359,878,466
2288,026022.jpg,Utility_Knife,474,363,529,526
2289,026023.jpg,Multi-tool_Knife,307,364,388,480
2290,026024.jpg,Multi-tool_Knife,455,487,598,530
2291,026025.jpg,Multi-tool_Knife,416,500,550,610
2292,026028.jpg,Utility_Knife,622,406,727,613
2293,026032.jpg,Folding_Knife,598,450,677,517
2294,026033.jpg,Multi-tool_Knife,313,323,381,413
2295,026034.jpg,Utility_Knife,582,315,686,528
2296,026039.jpg,Utility_Knife,513,410,621,599
2297,026040.jpg,Folding_Knife,749,416,828,527
2298,026042.jpg,Utility_Knife,559,276,786,339
2299,026043.jpg,Folding_Knife,377,459,417,600
2300,026053.jpg,Utility_Knife,669,522,725,697
2301,026057.jpg,Folding_Knife,646,337,783,406
2302,026063.jpg,Utility_Knife,348,411,460,529
2303,026070.jpg,Utility_Knife,730,429,794,609
2304,026071.jpg,Utility_Knife,363,424,576,496
2305,026074.jpg,Folding_Knife,704,438,798,551
2306,026084.jpg,Folding_Knife,855,275,974,350
2307,026086.jpg,Folding_Knife,393,396,538,466
2308,026087.jpg,Utility_Knife,490,427,671,486
2309,026088.jpg,Utility_Knife,411,314,566,385
2310,026092.jpg,Folding_Knife,314,559,372,623
2311,026093.jpg,Multi-tool_Knife,469,430,558,579
2312,026094.jpg,Utility_Knife,607,571,658,745
2313,026095.jpg,Utility_Knife,737,331,790,519
2314,026102.jpg,Multi-tool_Knife,545,544,630,669
2315,026104.jpg,Multi-tool_Knife,961,438,1004,557
2316,026107.jpg,Folding_Knife,549,417,579,556
2317,026119.jpg,Folding_Knife,557,499,682,618
2318,026123.jpg,Multi-tool_Knife,710,301,760,360
2319,026124.jpg,Multi-tool_Knife,716,394,799,478
2320,026127.jpg,Folding_Knife,691,289,764,339
2321,026128.jpg,Multi-tool_Knife,62,356,131,432
2322,026130.jpg,Multi-tool_Knife,547,381,608,499
2323,026132.jpg,Folding_Knife,939,357,990,482
2324,026133.jpg,Utility_Knife,787,506,850,676
2325,026135.jpg,Folding_Knife,740,429,824,548
2326,026138.jpg,Multi-tool_Knife,692,316,742,461
2327,026139.jpg,Utility_Knife,492,430,671,604
2328,026140.jpg,Multi-tool_Knife,822,377,896,505
2329,026141.jpg,Folding_Knife,392,400,441,538
2330,026142.jpg,Utility_Knife,632,279,772,363
2331,026144.jpg,Folding_Knife,420,414,529,518
2332,026145.jpg,Utility_Knife,496,461,576,642
2333,026147.jpg,Multi-tool_Knife,121,455,195,596
2334,026148.jpg,Folding_Knife,687,422,818,493
2335,026153.jpg,Multi-tool_Knife,813,513,958,579
2336,026160.jpg,Utility_Knife,364,520,513,580
2337,026161.jpg,Utility_Knife,438,441,531,630
2338,026167.jpg,Folding_Knife,655,436,726,503
2339,026171.jpg,Folding_Knife,715,366,784,424
2340,026173.jpg,Folding_Knife,621,366,689,520
2341,026179.jpg,Utility_Knife,590,291,689,499
2342,026181.jpg,Utility_Knife,466,410,652,463
2343,026184.jpg,Folding_Knife,730,510,886,574
2344,026186.jpg,Utility_Knife,373,325,472,390
2345,026188.jpg,Utility_Knife,589,293,713,412
2346,026190.jpg,Folding_Knife,311,385,366,518
2347,026192.jpg,Folding_Knife,796,382,851,472
2348,026193.jpg,Folding_Knife,694,421,775,504
2349,026195.jpg,Utility_Knife,590,462,711,584
2350,026196.jpg,Utility_Knife,577,479,658,532
2351,026199.jpg,Utility_Knife,600,273,767,341
2352,026201.jpg,Multi-tool_Knife,704,370,746,419
2353,026204.jpg,Folding_Knife,681,412,834,446
2354,026214.jpg,Multi-tool_Knife,218,480,304,572
2355,026217.jpg,Multi-tool_Knife,625,481,697,602
2356,026220.jpg,Utility_Knife,429,424,528,639
2357,026222.jpg,Utility_Knife,580,419,712,492
2358,026223.jpg,Multi-tool_Knife,477,477,602,655
2359,026225.jpg,Multi-tool_Knife,694,420,775,542
2360,026228.jpg,Multi-tool_Knife,684,413,729,522
2361,026230.jpg,Multi-tool_Knife,717,516,782,590
2362,026231.jpg,Folding_Knife,713,475,861,538
2363,026232.jpg,Multi-tool_Knife,890,517,973,585
2364,026237.jpg,Utility_Knife,554,515,610,633
